codeSubstance;denominationSubstance;natureComposant;;;
96285;CABOTÉGRAVIR;SA;;;
79172;PEROXYDE D'HYDROGÈNE;SA;;;
3613;PULSATILLA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
24568;TELBIVUDINE;SA;;;
8476;GANCICLOVIR SODIQUE;SA;;;
59696;GANCICLOVIR;ST;;;
2836;PHÉNOXYMÉTHYLPÉNICILLINE;SA;;;
89266;SUMATRIPTAN;SA;;;
86897;FUMARATE DE DIROXIMEL;SA;;;
12566;PARAFFINE LIQUIDE LÉGÈRE;SA;;;
7587;MÉGLUMINE;ST;;;
39937;PRALSÉTINIB;SA;;;
3826;ACTEE A GRAPPES (EXTRAIT D');SA;;;
60376;OBSIDIENNE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
933;MÉTOPROLOL (TARTRATE DE);SA;;;
44704;TIPRANAVIR;SA;;;
89045;FERRUM PHOSPHORICUM / FERRI PHOSPHAS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
22364;DICLOFÉNAC DE DIÉTHYLAMINE;ST;;;
3197;CHLORHYDRATE DE CYPROHEPTADINE;SA;;;
32109;CYPROHEPTADINE;ST;;;
83438;OMÉPRAZOLE SODIQUE;SA;;;
6701;ACETANILIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3315;FLUCYTOSINE;SA;;;
10194;PIMPINELLA ANISUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
47784;MÉTHADONE (CHLORHYDRATE DE);SA;;;
2428;TRICLABENDAZOLE;SA;;;
2969;DIMÉTICONE;ST;;;
8440;KOLA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4511;TROSPIUM (CHLORURE DE);SA;;;
45262;GUSELKUMAB ;SA;;;
8974;SODIUM (IODURE [131 I] DE) (SOLUTION DE);SA;;;
79568;MAGNÉSIUM (OXYDE DE) LOURD;SA;;;
91576;CHLORHYDRATE DE PALONOSÉTRON;SA;;;
95294;PALONOSÉTRON;ST;;;
10876;OXYBATE DE SODIUM;SA;;;
77921;CORTEX SURRENAL POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5230;MONONITRATE DE THIAMINE;SA;;;
5569;SODIUM (PANTOTHENATE DE);SA;;;
3088;PHÉNYLÉPHRINE (CHLORHYDRATE DE);SA;;;
57;ASPARAGINASE;SA;;;
68172;PENTOSTATINE;SA;;;
77978;SÉVOFLURANE;SA;;;
94263;HYDROXYDE DE MÉTHYLTHIONINIUM;SA;;;
32353;FUMETERRE (PARTIE AÉRIENNE FLEURIE DE) (POUDRE DE);SA;;;
5596;LIOTHYRONINE SODIQUE;SA;;;
55222;FEXOFENADINE;ST;;;
4155;SODIUM (CITRATE DE);SA;;;
4552;SODIUM (LAURILSULFOACÉTATE DE);SA;;;
18343;SORBITOL LIQUIDE (CRISTALLISABLE);SA;;;
29878;SOLUTION DE TRINITRINE;SA;;;
28459;CHLORHYDRATE DE PROPAFÉNONE;SA;;;
21200;JUNIPERUS COMMUNIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
69007;INTERFÉRON GAMMA-1B;SA;;;
41278;CHROME [51CR] (ÉDÉTATE DE);SA;;;
9029;PETROLEUM RECTIFICATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
25643;ANAMIRTA COCCULUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
86812;LEPIDOLITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
22838;ADONIS VERNALIS, DIGESTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
19481;MÉGESTROL (ACÉTATE DE);SA;;;
94174;MÉSILATE DE DIHYDRALAZINE;SA;;;
49009;ZINCUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
25169;MÉSO 2,3 DIMERCAPTOSUCCINIQUE ACIDE;SA;;;
74419;PRASUGREL (BROMHYDRATE DE);SA;;;
6352;TIOCONAZOLE;SA;;;
3332;GLIPIZIDE;SA;;;
6987;TARTRATE DE DIHYDROCODÉINE;SA;;;
99154;DIHYDROCODÉINE;ST;;;
56429;DIHYDROGENOPHOSPHATE DE SODIUM DODECAHYDRATE;SA;;;
56593;PHOSPHORE;ST;;;
234;EXTRAIT FLUIDE D'HAMAMÉLIS;SA;;;
3165;ACIDE TANNIQUE;SA;;;
51135;VISMODÉGIB;SA;;;
41022;SULFURICUM ACIDUM POUR PRÉPARATION HOMÉOPATHIQUE;SA;;;
37053;ARBUTUS UNEDO POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
80008;DRYOPTERIS FILIX-MAS, SPORAE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
74472;XÉNON (GAZ);SA;;;
29337;TÉNOFOVIR DISOPROXIL;SA;;;
2132;NILUTAMIDE;SA;;;
37806;RAISIN (PÉPIN DE) (EXTRAIT DE);SA;;;
15487;TICARCILLINE BASE;ST;;;
28408;TICARCILLINE SODIQUE;SA;;;
935;PROPIONATE DE JOSAMYCINE;SA;;;
26543;PEGCÉTACOPLAN;SA;;;
13582;ACÉTATE DE DESMOPRESSINE TRIHYDRATÉ;SA;;;
8152;L-CARNITINE;SA;;;
919;BAUME DE TOLU (TEINTURE DE);SA;;;
16948;AMSACRINE;SA;;;
14306;CHLORHYDRATE DE QUINISOCAÏNE;SA;;;
47104;ORPIMENT POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
73086;NARATRIPTAN (CHLORHYDRATE DE);SA;;;
86515;PETROSELINUM SATIVUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3752;ASPARTATE D'ARGININE;SA;;;
37596;ANTIGÈNE PERTUSSIQUE : PERTACTINE  ;SA;;;
53161;ANTIGÈNES PERTUSSIQUES : FIMBRIAE TYPE 2 ET 3 ;SA;;;
62411;ANTIGÈNE PERTUSSIQUE : HÉMAGGLUTININE FILAMENTEUSE ;SA;;;
95887;ANTIGÈNE PERTUSSIQUE : ANATOXINE PERTUSSIQUE ;SA;;;
33249;FACTEUR DE COAGULATION AYANT UNE ACTIVITÉ COURT-CIRCUITANT L'INHIBITEUR DU FACTEUR VIII ;SA;;;
23758;DIPHOSPHATE D'ORITAVANCINE;SA;;;
26394;ORITAVANCINE;ST;;;
95620;RIPRÉTINIB;SA;;;
589;MYRTÉCAÏNE;SA;;;
67572;DIÉTHYLAMINE;SA;;;
924;CHLORHYDRATE DE MEXILÉTINE;SA;;;
46355;MEXILÉTINE;ST;;;
89238;MAGNOLIA GRANDIFLORA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
31045;FLUTÉMÉTAMOL (18F);SA;;;
509;OXALATE DE FER;SA;;;
5525;DAPSONE;SA;;;
95807;HUMULUS LUPULUS SICCUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
30765;CURCUMA LONGA (MACÉRÉ DE);SA;;;
73094;ANÉMONE PULSATILLA (MACÉRÉ D');SA;;;
81716;CLODRONATE DISODIQUE TETRAHYDRATÉ;SA;;;
247;DROSERA ROTUNDIFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
58572;ASPERGILLUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
30992;RANA BUFO POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2245;CHLORMADINONE (ACÉTATE DE);SA;;;
86813;CHLOROFORME POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
86813;CHLOROFORMIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5319;CIMICIFUGA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
8960;GOSSYPIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
79977;SENECIO AUREUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
84852;CALCAREA HYPOPHOSPHOROSA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
96544;CHAMOMILLA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
23481;NÉTUPITANT;SA;;;
81299;ACÉTATE D'ÉTHYLE DE CABAZITAXEL;SA;;;
97952;CABAZITAXEL;ST;;;
15921;SYZYGIUM JAMBOLANUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
87828;ACETICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
88125;RIFABUTINE;SA;;;
42;AMANTADINE (CHLORHYDRATE D');SA;;;
31;L-ALANINE;ST;;;
2725;GLUTAMINE;ST;;;
89263;N(2)-L-ALANYL-L-GLUTAMINE;SA;;;
19651;TOSYLATE DE NIRAPARIB MONOHYDRATÉ;SA;;;
82705;NIRAPARIB;ST;;;
4121;CONVALLARIA MAJALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
62178;BINIMÉTINIB;SA;;;
5378;CARBACHOL;SA;;;
345;ACIDE CHÉNODÉSOXYCHOLIQUE ;SA;;;
53377;VIRUS DE LA RAGE, SOUCHE WISTAR RABIES PM/WI 38-1503-3M INACTIVÉ ;SA;;;
27194;SACITUZUMAB GOVITECAN;SA;;;
92248;DIASPARTATE DE PASIRÉOTIDE;SA;;;
38050;GEMCITABINE;SA;;;
356;TROMÉTAMOL;SA;;;
3102;CANRÉNOATE DE POTASSIUM;SA;;;
29686;SODIUM (SULFOSILICOALUMINATE DE);SA;;;
90708;EXTRAIT SEC DE RHIZOME D'ACTÉE À GRAPPES;SA;;;
2077;SULFATE D'HYDROXYCHLOROQUINE;SA;;;
72015;GANGLIONS LYMPHATIQUES POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
18180;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 19F CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;SA;;;
41241;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 3 CONJUGUÉ À LA PROTÉINE VECTRICE CRM 197;SA;;;
45277;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 6A CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;SA;;;
46989;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 14 CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;SA;;;
55634;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 9V CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;SA;;;
58062;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 4 CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;SA;;;
58129;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 1 CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;SA;;;
60754;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 6B CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;SA;;;
70794;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 19A CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;SA;;;
76007;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 23F CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;SA;;;
77402;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 7F CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;SA;;;
93119;OLIGOSIDE PNEUMOCOCCIQUE SÉROTYPE 18C CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;SA;;;
97462;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 5 CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;SA;;;
41178;TOURMALINE LITHIQUE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1990;MAPROTILINE (CHLORHYDRATE DE);SA;;;
3013;MAGNÉSIUM (TRISILICATE DE);SA;;;
25022;MAGNÉSIUM (CARBONATE DE) LÉGER;SA;;;
33296;EXTRAIT ALLERGÉNIQUE DE DERMATOPHAGOIDES PTERONYSSINUS;SA;;;
62483;EXTRAIT ALLERGÉNIQUE DE DERMATOPHAGOIDES FARINAE;SA;;;
66604;ADULAIRE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
52465;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, A/CAMBODIA/E0826360/2020 (H3N2) - SOUCHE ANALOGUE (A/TASMANIA/503/2020, IVR-221) ;SA;;;
37787;TESTOSTERONE PROPIONATE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
8751;TÉNOXICAM;SA;;;
4586;ARTEMISIA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4235;EXTRAIT SEC DE MILLEPERTUIS;SA;;;
62257;MYCOPHÉNOLATE SODIQUE;SA;;;
65738;ACIDE MYCOPHÉNOLIQUE;ST;;;
51168;ALTHAEA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
52488;EXTRAIT SEC TITRÉ DE FEUILLE DE SÉNÉ;SA;;;
72144;MIDOSTAURINE;SA;;;
17283;ÉLEXACAFTOR;SA;;;
97899;SOUFRE (HEXAFLUORURE DE);SA;;;
4053;CITRATE DE PHÉNYLTOLOXAMINE;SA;;;
5765;TIAPRIDE (CHLORHYDRATE DE);SA;;;
89551;TIAPRIDE BASE;ST;;;
28372;DOXYCYCLINE;ST;;;
18343;SORBITOL À 70 POUR CENT CRISTALLISABLE;SA;;;
32340;CALADIUM SEGUINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4046;SODIUM (SULFURE DE) NONAHYDRATÉ;SA;;;
91006;MONOSULFURE DE SODIUM ANHYDRE;ST;;;
7529;HYDROGÈNE (PEROXYDE D') (SOLUTION CONCENTRÉE DE);SA;;;
54011;ANTIMOINE (ARSÉNITE D') POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
11;ACIDE CITRIQUE;SA;;;
12662;HYDROGÉNOPHOSPHATE DE SODIUM ANHYDRE;SA;;;
94781;EXTRAIT FLUIDE PEPTONÉ DE FOIE ET DE COEUR D'ANAS BARBARIAE DYNAMISÉ À LA 200E K;SA;;;
63795;INFLIXIMAB ;SA;;;
51991;CORTISONE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4589;TEINTURE DE SOMMITÉ FLEURIE D'AUBÉPINE;SA;;;
8642;TEINTURE DE RACINE DE VALÉRIANE;SA;;;
26503;TEINTURE DE PARTIE AÉRIENNE FLEURIE D'AVOINE;SA;;;
50375;TEINTURE DE PARTIE AÉRIENNE D'AGRIPAUME;SA;;;
74539;TEINTURE DE PARTIE AÉRIENNE DE PASSIFLORE;SA;;;
99913;TEINTURE DE PARTIE AÉRIENNE DE MÉLISSE;SA;;;
22328;FUCUS (THALLE DE);SA;;;
90003;PORFIMÈRE SODIQUE ;SA;;;
13709;CHLORHYDRATE DE NICARDIPINE;SA;;;
860;GRAPHITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
98674;HUMULUS LUPULUS RECENS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
18842;GLUCAGON;SA;;;
53;NITRATE D'ARGENT;SA;;;
49213;IPECA DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
75804;HYDROTALCITE;SA;;;
436;CAMPHRE SYNTHÉTIQUE;SA;;;
4342;GÉRANIUM ROSAT (HUILE ESSENTIELLE DE);SA;;;
4766;BROMURE DE BENZALKONIUM;SA;;;
55647;MACROAGRÉGATS D'ALBUMINE HUMAINE PLASMATIQUE;SA;;;
3085;CHLORHYDRATE DE PILOCARPINE;SA;;;
66143;METALDEHYDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
50;ANDROSTANOLONE;SA;;;
89780;PLUMBUM IODATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
54762;HYDROCOTYLE (PARTIE AÉRIENNE D') (EXTRAIT SEC DE);SA;;;
51820;RISDIPLAM;SA;;;
7054;ROSMARINUS OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4661;ALUMINIUM (PHOSPHATE D'), GEL DE;SA;;;
8610;ÉTODOLIQUE ACIDE;SA;;;
95879;RHODONITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4149;GLUTAMATE D'ARGININE;SA;;;
3149;CHLORHYDRATE D'AMILORIDE;SA;;;
19692;NEISSERIA MENINGITIDIS DU GROUPE A (OLIGOSIDE DE) CONJUGUÉ À LA PROTÉINE CRM197;SA;;;
36543;OLIGOSIDE DE NEISSERIA MENINGITIDIS DU GROUPE Y CONJUGUÉ À LA PROTÉINE CRM197;SA;;;
48944;OLIGOSIDE DE NEISSERIA MENINGITIDIS DU GROUPE C CONJUGUÉ À LA PROTÉINE CRM197;SA;;;
83067;OLIGOSIDE DE NEISSERIA MENINGITIDIS DU GROUPE W135 CONJUGUÉ À LA PROTÉINE CRM197;SA;;;
3456;POTASSIUM (GLUCONATE DE);SA;;;
96635;SAMARINIUM [153 SM] LEXIDRONAM PENTASODIUM;SA;;;
96751;SAMARIUM [153 SM];ST;;;
2600;MÉPHÉNÉSINE;SA;;;
5452;NICOTINATE DE MÉTHYLE;SA;;;
859;CHLORHYDRATE DE PRAZOSINE;SA;;;
53450;PRAZOSINE BASE;ST;;;
31513;MÉSILATE DE PAROXÉTINE;SA;;;
51891;PAROXÉTINE;ST;;;
70793;IDÉLALISIB;SA;;;
1041;LOFLAZÉPATE D'ÉTHYLE;SA;;;
76371;BÉSILATE DE PRASUGREL;SA;;;
88596;EUPATORIUM CANNABINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
73016;DYSCRASITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3459;FLUINDIONE;SA;;;
3671;DIASTASE DE L'ORGE GERMÉE;SA;;;
4178;RIZOLIPASE;SA;;;
4689;TAKA-DIASTASE;SA;;;
5118;PROTÉASE FONGIQUE;SA;;;
5119;POLYENZYME FONGIQUE;SA;;;
2163;CHLORHYDRATE DE PRAMOCAÏNE;SA;;;
90767;INTESTIN GRÊLE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4951;HUILE DE SOJA;SA;;;
4509;BÉTAMÉTHASONE (PHOSPHATE DISODIQUE DE);SA;;;
6818;EXTRAIT SEC DE PARTIE AERIENNE DE PASSIFLORE;SA;;;
67402;EXTRAIT SEC DE SOMMITÉ FLEURIE D'AUBÉPINE;SA;;;
71265;BALLOTE (EXTRAIT SEC DE SOMMITÉ FLEURIE DE);SA;;;
28231;CHLORHYDRATE D'AVIZAFONE;SA;;;
21227;TEINTURE TITRÉE D'OPIUM;SA;;;
5477;ÉNANTATE DE TESTOSTÉRONE;SA;;;
4195;OS FRAIS (EXTRAIT D');SA;;;
22465;ACTAEA SPICATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
79027;HYDRASTIS CANADENSIS, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
43770;LAVANDULA VERA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1322;BORRAGO OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
36120;GLAUCONIE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
35876;ROPINIROLE (CHLORHYDRATE DE);SA;;;
5440;GLYCÉROPHOSPHATE DE MAGNÉSIUM;SA;;;
12662;PHOSPHATE DISODIQUE;SA;;;
3940;NORÉTHISTÉRONE (ACÉTATE DE);SA;;;
4655;ISOPROPYLIQUE (ALCOOL);SA;;;
5324;ALCOOL PROPYLIQUE;SA;;;
20386;ÉTILSULFATE DE MÉCÉTRONIUM;SA;;;
54506;CHLORHYDRATE DE CITALOPRAM;SA;;;
32990;VESSIE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
942;RUTINE (PH VIII);SA;;;
55222;FEXOFÉNADINE BASE;ST;;;
4658;BENZOE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2590;MELPHALAN;SA;;;
44598;FERREUX (SULFATE) DESSÉCHÉ;SA;;;
2500;MERCURIUS DULCIS POUR PRÉPARATIONS HOMÉOPATHIQUES;;une gomme;SA;14
2500;MERCURIUS DULCIS POUR PRÉPARATIONS HOMÉOPATHIQUES;;une gomme;SA;15
2500;MERCURIUS DULCIS POUR PRÉPARATIONS HOMÉOPATHIQUES;;une gomme;SA;16
76594;ÉRYSIMUM (SOMMITÉ FLEURIE D') (EXTRAIT FLUIDE DE);SA;;;
83808;CHLORALUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1754;CHLORHYDRATE DE DOXAPRAM;SA;;;
5;ACÉTYLSALICYLIQUE (ACIDE);ST;;;
31814;GIVOSIRAN SODIQUE;SA;;;
41651;GIVOSIRAN;ST;;;
18516;CUIVRE (GLUCONATE DE) DIHYDRATÉ;SA;;;
24982;SODIUM (ALENDRONATE DE) TRIHYDRATÉ;SA;;;
2218;PROBÉNÉCIDE;SA;;;
250;GRINDÉLIA (TEINTURE DE);SA;;;
58345;RIBOCICLIB;ST;;;
60116;SUCCINATE DE RIBOCICLIB;SA;;;
7787;CHLORURE DE MIRISTALKONIUM;SA;;;
91931;TIGÉCYCLINE;SA;;;
291;FÉNOPROFÈNE;ST;;;
64768;FÉNOPROFÈNE CALCIUM;SA;;;
23926;ARTICHAUT (EXTRAIT SEC D');SA;;;
36373;APHLOÏA (FEUILLE D') (EXTRAIT SEC DE);SA;;;
92959;PYROLE OMBELLÉE (PARTIE AÉRIENNE DE) (EXTRAIT SEC DE);SA;;;
29442;CLAVULANATE POTASSIQUE;SA;;;
197;PROTIRÉLINE;SA;;;
37200;PROTIRÉLINE ANHYDRE;ST;;;
5618;POTASSIUM (GLYCÉROPHOSPHATE DE);SA;;;
31681;DOPAMINE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
942;RUTOSIDE;SA;;;
36288;MÉLILOT (EXTRAIT SEC DE);SA;;;
859;PRAZOSINE (CHLORHYDRATE DE);SA;;;
25975;ZOLPIDEM (TARTRATE DE);SA;;;
17339;OMÉGA-3 (ESTERS ÉTHYLIQUES 90 D'ACIDES) ;SA;;;
5363;SÉLÉNIUM;SA;;;
54035;DINUTUXIMAB BÊTA ;SA;;;
97362;CINACALCET (CHLORHYDRATE DE);SA;;;
94576;BRENTUXIMAB VÉDOTINE ;SA;;;
39065;TILUDRONIQUE (ACIDE);ST;;;
87268;TILUDRONATE DISODIQUE;SA;;;
93133;CUPRUM OXYDATUM NIGRUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
47223;PROTEUS VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1813;ÉTHOSUXIMIDE;SA;;;
3063;SODIUM (DOCUSATE DE);SA;;;
47439;ACIDE ALPHA-CÉTOGLUTARIQUE;SA;;;
5358;CHLORHYDRATE D'OXYBUPROCAÏNE;SA;;;
88366;BESILÉSOMAB ;SA;;;
6207;PSYLLIUM (POUDRE DE);SA;;;
1584;MÉSILATE DE DÉFÉROXAMINE;SA;;;
5094;TARTRATE ACIDE DE POTASSIUM;SA;;;
28164;CITRATE D'YTTRIUM [90 Y];SA;;;
59986;LEVISTICUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
19001;TRACHYTE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1556;CYCLOPHOSPHAMIDE MONOHYDRATÉ;SA;;;
4176;CAPROATE DE FLUOCORTOLONE;SA;;;
4909;TRIMETHYLACETATE DE FLUOCORTOLONE;SA;;;
539;CALCIUM (HYDROGÉNOPHOSPHATE DE) ANHYDRE;SA;;;
622;VITAMINE A;ST;;;
923;ALPHA-TOCOPHÉROL;ST;;;
1083;HYDROGÉNOPHOSPHATE DE CALCIUM DIHYDRATÉ;SA;;;
1119;ZINC (SULFATE DE) MONOHYDRATÉ;SA;;;
3012;MAGNÉSIUM (OXYDE DE);SA;;;
3641;ASCORBATE DE CALCIUM DIHYDRATÉ;SA;;;
4031;PALMITATE DE VITAMINE A;SA;;;
4422;STÉARATE DE MAGNÉSIUM;SA;;;
7645;MAGNÉSIUM (HYDROGÉNOPHOSPHATE DE) TRIHYDRATÉ;SA;;;
2719;LEUCOCIANIDOL;SA;;;
1663;DIÉTHYLSTILBESTROL;SA;;;
25360;CARBONATE DE MAGNÉSIUM LOURD;SA;;;
13581;USNEA BARBATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
94252;APIUM GRAVEOLENS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
9196;PODOPHYLLINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
39095;HOANG NAN POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
57670;ACÉTATE DE TRIPTORÉLINE;SA;;;
4413;CARBONATE DE MAGNÉSIUM;SA;;;
8610;ÉTODOLAC;SA;;;
3377;ALUN DE CHROME;SA;;;
16458;ALIZAPRIDE (CHLORHYDRATE D');SA;;;
1595;CURCUMA LONGA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
33939;HARPAGOPHYTON (EXTRAIT SEC D');SA;;;
5765;CHLORHYDRATE DE TIAPRIDE;SA;;;
464;CHLORHYDRATE DE CLONIDINE;SA;;;
66183;PALIURUS ACULEATUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
26942;GEMFIBROZIL;SA;;;
19605;FRÉMANEZUMAB ;SA;;;
8457;CARICA PAPAYA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
11303;PASSIFLORE (POUDRE DES PARTIES AÉRIENNES DE);SA;;;
67734;MÉLILOT (SOMMITÉ FLEURIE DE) (POUDRE DE);SA;;;
88643;ESCHSCHOLTZIA (PARTIE AÉRIENNE FLEURIE D') (POUDRE DE);SA;;;
16319;EUGENIA JAMBOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
72086;GLECHOMA HEDERACEA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
50858;CHLORHYDRATE DE BAMBUTÉROL;SA;;;
13723;FLUOROMÉTHOLONE;SA;;;
61182;PANTOPRAZOLE SODIQUE ANHYDRE;SA;;;
98826;ROSMARINUS OFFICINALIS MACÉRAT GLYCÉRINÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
98826;ROSMARINUS OFFICINALIS (MACÉRÂT GLYCÉRINÉ DE) POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
73202;THYMUS SERPYLLUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2963;CHLORHYDRATE DE CLINDAMYCINE;SA;;;
201;PSYLLIUM (GRAINE DE);SA;;;
158;HUILE ESSENTIELLE DU BOUTON FLORAL DE CLOU DE GIROFLE;SA;;;
159;HUILE ESSENTIELLE DES PARTIES AÉRIENNES FLEURIES DE THYM;SA;;;
160;HUILE ESSENTIELLE DES PARTIES AÉRIENNES FLEURIES DE MENTHE POIVRÉE;SA;;;
3239;HUILE ESSENTIELLE DE SOMMITÉ FLEURIE DE LAVANDE;SA;;;
92591;SÉBÉLIPASE ALFA ;SA;;;
67708;DRYMIS WINTERI POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4959;POLYOSIDE DE SALMONELLA TYPHI SOUCHE TY2;SA;;;
445;ACÉTATE DE BÉTAMÉTHASONE;SA;;;
54347;STROPHANTHUS HISPIDUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
22217;TESTOSTÉRONE (UNDÉCANOATE DE);SA;;;
38878;TENDON POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
91838;CHORIOGONADOTROPINE ALFA ;SA;;;
